timestamp,it_load_kW,hvac_kW,ups_kW,total_consumption_kW,pue,temperature_C
2025-01-01 00:00:00,247.62351886183944,107.3983662913307,33.31390432418709,388.33578947735725,1.5682508319980206,21.209913914573068
2025-01-01 01:00:00,261.0155701205485,87.06264804521798,40.76936302741839,388.84758119318485,1.4897486039380636,17.012247174279114
2025-01-01 02:00:00,230.26640569050656,65.2132687315264,40.51223275305693,335.9919071750899,1.459144273206251,20.80882061228006
2025-01-01 03:00:00,190.55581638555634,86.88678511155376,32.483869207782845,309.92647070489295,1.6264340631713439,20.536358098290414
2025-01-01 04:00:00,202.38052334122256,78.03865905328304,37.16443952947832,317.5836219239839,1.5692400468227063,19.048576993705378
2025-01-01 05:00:00,237.55965666144377,54.56471350000888,37.97194587463466,330.09631603608733,1.3895301949628653,17.952806956723983
2025-01-01 06:00:00,235.5695700718553,88.06230758659773,29.964729408736062,353.5966070671891,1.501028366946258,12.396383874192956
2025-01-01 07:00:00,276.4647564794787,100.77871665241874,35.43576311544691,412.6792362473443,1.4927010643325038,13.548716135941659
2025-01-01 08:00:00,241.74609447208957,84.10169962350065,39.78230489463558,365.63009899022575,1.5124550400231556,14.69715323080542
2025-01-01 09:00:00,338.03256286889723,126.53973795408473,50.27323707847839,514.8455379014604,1.5230649187520386,14.663194146268994
2025-01-01 10:00:00,357.22340098897223,118.84614948899969,39.50728304683335,515.5768335248052,1.4432896391933783,14.496514093476678
2025-01-01 11:00:00,318.93241184818993,121.55240018437101,35.30293952878159,475.7877515613426,1.4918137319571487,12.893516286633151
2025-01-01 12:00:00,358.3121829626406,117.77669024705024,47.7977256323564,523.8865988420472,1.462095412191637,14.467265866762611
2025-01-01 13:00:00,367.0771875907546,129.23546113127585,43.13243761410787,539.4450863361383,1.4695685391856943,15.787752447187122
2025-01-01 14:00:00,380.29143249470894,132.43646024621492,52.48253143856759,565.2104241794914,1.486256002328833,18.8153527496725
2025-01-01 15:00:00,407.9250809052988,154.78630709982014,42.1324745638658,604.8438625689847,1.4827327146118807,21.733467975564594
2025-01-01 16:00:00,378.1789509812893,129.47741915416034,52.04634842519694,559.7027185606465,1.479994370676485,16.90045859844374
2025-01-01 17:00:00,361.93950673518634,122.86469731883363,47.58720712400443,532.3914111780244,1.470940312596352,20.478449763293696
2025-01-01 18:00:00,377.26608857229854,138.90634833699949,38.86166875144518,555.0341056607433,1.4712006259591965,19.700218692014857
2025-01-01 19:00:00,370.31203048425414,142.02451234898152,47.10251738556821,559.4390602188039,1.5107234282592166,23.31326070497902
2025-01-01 20:00:00,316.3070270385548,127.01471956212399,42.08296673963234,485.40471334031116,1.5345998408095594,22.591395393252867
2025-01-01 21:00:00,306.4852219396402,107.89352572113107,41.81910976268777,456.1978574234591,1.4884823957786244,23.066253392920437
2025-01-01 22:00:00,251.6982175502997,108.92203825779586,46.858312430835014,407.4785682389305,1.6189171786943604,22.360847528490904
2025-01-01 23:00:00,274.4278759580538,89.96572262338348,26.48517831862029,390.8787769000576,1.4243406415454793,20.746614114282675
2025-01-02 00:00:00,279.39250394830333,89.09407588395572,31.8302417056296,400.31682153788864,1.4328116033204679,19.909265979336745
2025-01-02 01:00:00,234.41283361564436,79.72728911381935,37.38491451864243,351.5250372481062,1.4995980886630345,19.73396350334026
2025-01-02 02:00:00,213.37907058630418,92.89871146813988,29.794851074939828,336.0726331293839,1.5750027976312446,20.6919401066477
2025-01-02 03:00:00,173.98285319972288,71.03730816526966,34.50078739723339,279.52094876222594,1.6066005564430597,21.336974543899117
2025-01-02 04:00:00,208.7012346009225,73.25747236366763,30.653337597070035,312.6120445616602,1.4978926462003708,18.805453539919196
2025-01-02 05:00:00,185.65716938532003,67.33857963701819,41.33083293158582,294.326581953924,1.5853230065307486,15.866155974152603
2025-01-02 06:00:00,252.1380722670773,80.04380607030751,30.022094215862108,362.2039725532469,1.4365302681047798,17.884511764538644
2025-01-02 07:00:00,289.3689505974606,100.30983220852389,42.57332076951577,432.25210357550026,1.49377499791539,15.305209451118888
2025-01-02 08:00:00,303.90460701523523,111.97376231247122,44.716018973692044,460.59438830139845,1.5155887001025559,14.44276666970346
2025-01-02 09:00:00,304.52125598559894,104.75765450120002,41.3338111605548,450.61272164735374,1.479741439358386,14.339437975186272
2025-01-02 10:00:00,333.8408785051406,102.4964431453036,49.77914794327006,486.11646959371427,1.4561322501019864,12.87155052193484
2025-01-02 11:00:00,333.9090103569865,132.8237153704921,36.985508232570254,503.7182339600489,1.5085493902111748,12.429571691384433
2025-01-02 12:00:00,369.2809920364393,129.54489730697878,37.98150875303159,536.8073980964497,1.4536556434604668,14.260832795224944
2025-01-02 13:00:00,383.5685699581902,117.34320969351835,42.97465072068874,543.8864303723973,1.4179640173116428,15.876323952673815
2025-01-02 14:00:00,388.02135499910526,126.94220148927702,34.86369463465013,549.8272511230325,1.4170025542132865,17.45145365429835
2025-01-02 15:00:00,341.7534000159383,154.1380134510532,55.61043295371704,551.5018464207086,1.6137420912125182,16.25731460159753
2025-01-02 16:00:00,392.9236701497823,142.8985672263588,40.781428962366995,576.6036663385082,1.4674699188234377,18.92360157707999
2025-01-02 17:00:00,387.32966753154824,124.83810518526624,42.874019152137656,555.0417918689521,1.4329958131176297,17.401227378327448
2025-01-02 18:00:00,350.5180161691339,121.05907392003509,35.59316085619685,507.1702509453658,1.4469163567918952,23.074104611877228
2025-01-02 19:00:00,353.72850986732345,117.93644580316708,32.1676583080006,503.83261397849117,1.424348334736911,20.798765610549246
2025-01-02 20:00:00,338.9864681627067,125.81015708280619,46.96957266143666,511.7661979069495,1.5096950644688036,20.444615507412546
2025-01-02 21:00:00,260.5800600357599,117.66744096288133,37.20926283428243,415.4567638329237,1.594353626965585,23.286450532049265
2025-01-02 22:00:00,293.89750162796395,123.44274134721807,35.952924746413295,453.29316772159535,1.542351211598272,22.157085704974737
2025-01-02 23:00:00,245.6564068510071,95.05160868630952,49.29837022901009,390.00638576632673,1.5876092578479717,20.072868894534274
2025-01-03 00:00:00,214.70781374637866,97.30242737120042,39.2728967353654,351.2831378529445,1.6360985272193866,23.65011783726504
